port_number,border,port_name,crossing_name,hours,date,port_status,construction_notice,lane_type,automation_type,max_lanes,update_time,lane_subtype,lanes_open,operational_status,delay_minutes,time,time_zone,time_mdt
260801,Mexican Border,San Luis,San Luis I,24 hrs/day,11/9/2025,Open,A Ready Lane is now open at the San Luis Port of Entry from 6:00 until midnight.  Go to www.getyouhome.gov for more information on Ready Lanes.  Tune in to AM 530 for border crossing information.,passenger,Manual,7,At 6:00 pm MST,standard,2,delay,100,18:00:00,MST,18:00:00
260802,Mexican Border,San Luis,San Luis II,9 am-5 pm,11/9/2025,Closed,,passenger,Manual,N/A,,standard,,Update Pending,,,,
250401,Mexican Border,San Ysidro,,24 hrs/day,11/9/2025,Open,,passenger,Manual,34,At 6:00 pm PST,standard,9,delay,150,18:00:00,PST,19:00:00
250409,Mexican Border,San Ysidro,Cross Border Express,24 hrs/day,11/9/2025,Open,,passenger,Manual,N/A,,standard,,N/A,,,,
250407,Mexican Border,San Ysidro,PedWest,6 am-2 pm,11/9/2025,Closed,,passenger,Manual,N/A,,standard,,N/A,,,,
240801,Mexican Border,Santa Teresa,Santa Teresa Port of Entry,6 am-10 pm,11/9/2025,Open,,passenger,Manual,4,At 5:00 pm MST,standard,1,delay,50,17:00:00,MST,17:00:00
250501,Mexican Border,Tecate,,6 am-10 pm,11/9/2025,Open,,passenger,Manual,4,At 6:00 pm PST,standard,2,delay,240,18:00:00,PST,19:00:00
070801,Canadian Border,Alexandria Bay,Thousand Islands Bridge,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
300401,Canadian Border,Blaine,Pacific Highway,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
300402,Canadian Border,Blaine,Peace Arch,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
300403,Canadian Border,Blaine,Point Roberts,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
090104,Canadian Border,Buffalo/Niagara Falls,Lewiston Bridge,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
090101,Canadian Border,Buffalo/Niagara Falls,Peace Bridge,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 2-6pm Monday through Thursday. ,pedestrian,Manual,N/A,,standard,,N/A,,,,
090102,Canadian Border,Buffalo/Niagara Falls,Rainbow Bridge,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 3-7pm Monday through Thursday.  ,pedestrian,Manual,1,,standard,,Lanes Closed,,,,
090103,Canadian Border,Buffalo/Niagara Falls,Whirlpool Bridge,7 am-11 pm,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
011501,Canadian Border,Calais,Ferry Point,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
011503,Canadian Border,Calais,International Avenue,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
011502,Canadian Border,Calais,Milltown,8 am-4 pm,11/9/2025,Closed,,pedestrian,Manual,N/A,,standard,,N/A,,,,
071201,Canadian Border,Champlain,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
020901,Canadian Border,Derby Line,Derby Line I 91,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
380001,Canadian Border,Detroit,Ambassador Bridge,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 11am-2pm Monday through Friday.  More at: https://www.cbp.gov/travel,pedestrian,Manual,N/A,,standard,,N/A,,,,
380002,Canadian Border,Detroit,Windsor Tunnel,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 11am-2pm Monday through Friday.  More at: https://www.cbp.gov/travel,pedestrian,Manual,N/A,,standard,,N/A,,,,
021201,Canadian Border,Highgate Springs,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
010601,Canadian Border,Houlton,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
360401,Canadian Border,International Falls,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
010401,Canadian Border,Jackman,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
302301,Canadian Border,Lynden,,8 am-Midnight,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
L01901,Canadian Border,Madawaska,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,0,,standard,,N/A,,,,
070401,Canadian Border,Massena,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
021101,Canadian Border,Norton,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
070101,Canadian Border,Ogdensburg,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
340101,Canadian Border,Pembina,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
380201,Canadian Border,Port Huron,Bluewater Bridge,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
380301,Canadian Border,Sault Ste. Marie,International Bridge   SSM,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
300901,Canadian Border,Sumas,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
331001,Canadian Border,Sweetgrass,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
250201,Mexican Border,Andrade,,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,4,At 6:00 pm PST,standard,2,no delay,0,18:00:00,PST,19:00:00
240215,Mexican Border,BOTA CARGO FACILITY,BRIDGE OF AMERICAS CARGO FACILITY ,6 am-2 pm,11/9/2025,Closed,,pedestrian,Manual,N/A,,standard,,N/A,,,,
240207,Mexican Border,Bridge of the Americas Port of Entry,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,0,,standard,,Update Pending,,,,
535501,Mexican Border,Brownsville,B&M,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,2,At 7:00 pm CST,standard,1,no delay,5,19:00:00,CST,18:00:00
535504,Mexican Border,Brownsville,Gateway,24 hrs/day,11/9/2025,Open,Ready Lane is now operational at Gateway Bridge - Lane 1.  Tune in to AM 1610 for border crossing information.,pedestrian,Manual,5,At 7:00 pm CST,standard,1,delay,15,19:00:00,CST,18:00:00
535503,Mexican Border,Brownsville,Los Indios,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
535502,Mexican Border,Brownsville,Veterans International,6 am-Midnight,11/9/2025,Open,,pedestrian,Manual,1,At 7:00 pm CST,standard,1,no delay,0,19:00:00,CST,18:00:00
250301,Mexican Border,Calexico,East,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,4,At 6:00 pm PST,standard,4,no delay,5,18:00:00,PST,19:00:00
250302,Mexican Border,Calexico,West,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,6,At 6:00 pm PST,standard,3,delay,40,18:00:00,PST,19:00:00
240601,Mexican Border,Columbus,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,4,At 6:00 pm MST,standard,1,no delay,0,18:00:00,MST,18:00:00
230201,Mexican Border,Del Rio,,24 hrs/day,11/9/2025,Open,"Ready Lane is open from 6AM until MIDNIGHT seven days a week.  Ready Lane is on the far left as you approach.

Go to www.GetYouHome.gov for more information.",pedestrian,Manual,N/A,,standard,,N/A,,,,
260101,Mexican Border,Douglas (Raul Hector Castro),,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,3,At 5:00 pm MST,standard,2,no delay,3,17:00:00,MST,17:00:00
230301,Mexican Border,Eagle Pass,Bridge I,7 am-11 pm,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
230302,Mexican Border,Eagle Pass,Bridge II,24 hrs/day,11/9/2025,Open,File FinCEN105 - Currency and Monetary Instrument Report (CMIR)online at https://fincen105.cbp.dhs.gov/ Provide confirmation number to CBP Officer upon making entry or departing the U.S.,pedestrian,Manual,N/A,,standard,,N/A,,,,
240201,Mexican Border,El Paso,Bridge of the Americas (BOTA),24 hrs/day,11/9/2025,Open,"BOTA Passenger/Ready Lanes is open west side of port; Passenger Hrs 24 hours/7days, BOTA CARGO Mon-FRI 6 am to 4 pm. SAT/SUN CLOSED. Tune into AM 1610 for info.",pedestrian,Manual,4,At 6:00 pm MST,standard,1,no delay,1,18:00:00,MST,18:00:00
240202,Mexican Border,El Paso,Paso Del Norte (PDN),24 hrs/day,11/9/2025,Open,Ready Lanes are open at PDN.  See www.getyouhome.gov for more information. Tune in to AM 1620 for border crossing information.,pedestrian,Manual,14,At 7:00 pm MST,standard,5,delay,15,19:00:00,MST,19:00:00
240204,Mexican Border,El Paso,Stanton DCL,6 am-Midnight,11/9/2025,Open,Be prepared for construction that may cause some delays in the southbound lanes of the Stanton bridge; early January - February.  Tune in to AM 1620 for border crossing information.,pedestrian,Manual,0,,standard,,N/A,,,,
240203,Mexican Border,El Paso,Ysleta,24 hrs/day,11/9/2025,Open,"YSL Passenger/Ready Lanes is open west side of port; Passenger Hrs. 24 hours / 7 days, YSL CARGO Mon-FRI 6 am to Midnight. SAT 6 am to 2 pm. Tune into AM 1610 for info.


",pedestrian,Manual,4,At 7:00 pm MST,standard,2,delay,20,19:00:00,MST,19:00:00
l24501,Mexican Border,Fort Hancock,Fort Hancock,6 am-6 pm,11/9/2025,Open,,pedestrian,Manual,4,At 5:00 pm MST,standard,1,no delay,0,17:00:00,MST,17:00:00
230103,Mexican Border,Gateway,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,4,,standard,,Update Pending,,,,
230503,Mexican Border,Hidalgo/Pharr,Anzalduas International Bridge,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
230501,Mexican Border,Hidalgo/Pharr,Hidalgo,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,10,At 5:00 pm CST,standard,4,delay,25,17:00:00,CST,16:00:00
230502,Mexican Border,Hidalgo/Pharr,Pharr,6 am-Midnight,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
230401,Mexican Border,Laredo,Bridge I,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,12,At 7:00 pm CST,standard,2,no delay,0,19:00:00,CST,18:00:00
230402,Mexican Border,Laredo,Bridge II,24 hrs/day,11/9/2025,Open,"Ready Lanes are open from 8AM - Midnight seven days a week.

Go to www.GetYouHome.gov for more information.",pedestrian,Manual,N/A,,standard,,N/A,,,,
230403,Mexican Border,Laredo,Colombia Solidarity,8 am-Midnight,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
230404,Mexican Border,Laredo,World Trade Bridge,7 am-Midnight,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
260201,Mexican Border,Lukeville,,6 am-8 pm,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
240401,Mexican Border,Marcelino Serna,Tornillo,6 am-10 pm,11/9/2025,Open,CARGO Monday-Friday 8 am to 4 pm. Saturday/Sunday Closed.,pedestrian,Manual,2,At 7:00 pm MST,standard,2,no delay,1,19:00:00,MST,19:00:00
260305,Mexican Border,Naco,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,1,,standard,,Update Pending,,,,
260301,Mexican Border,Naco,,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,2,At 7:00 pm MST,standard,1,no delay,1,19:00:00,MST,19:00:00
260401,Mexican Border,Nogales,Deconcini,24 hrs/day,11/9/2025,Open,"Ready Lane is open from 6AM - 10PM seven days a week.  Ready Lane is on the left side as you approach the port.
Go to www.GetYouHome.gov for more information.",pedestrian,Manual,6,At 6:00 pm MST,standard,3,no delay,0,18:00:00,MST,18:00:00
260402,Mexican Border,Nogales,Mariposa,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,6,At 6:00 pm MST,standard,2,no delay,0,18:00:00,MST,18:00:00
260403,Mexican Border,Nogales,Morley Gate,10 am-6 pm,11/9/2025,Open,,pedestrian,Manual,4,At 3:00 pm MST,standard,2,delay,20,15:00:00,MST,15:00:00
250602,Mexican Border,Otay Mesa,Commercial,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
250601,Mexican Border,Otay Mesa,Passenger,24 hrs/day,11/9/2025,Open,"Entrance to Ready Lanes is on the far left as you approach the border.  Go to www.getyouhome.gov for more information

Go to www.GetYouHome.gov for more information.",pedestrian,Manual,6,At 5:00 pm PST,standard,6,delay,45,17:00:00,PST,18:00:00
202401,Mexican Border,Paso Del Norte,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
240301,Mexican Border,Presidio,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,1,At 6:00 pm CST,standard,1,no delay,0,18:00:00,CST,17:00:00
230902,Mexican Border,Progreso,Donna International Bridge,6 am-10 pm,11/9/2025,Open,Ready Lane is open from 9am until 2pm. Go to www.getyouhome.gov for more information.,pedestrian,Manual,4,,standard,,Lanes Closed,,,,
230901,Mexican Border,Progreso,Progreso International Bridge,24 hrs/day,11/9/2025,Open,The Pedestrian Ready lanes will be open daily from 12noon to 5pm.,pedestrian,Manual,6,At 6:00 pm CST,standard,2,no delay,5,18:00:00,CST,17:00:00
230701,Mexican Border,Rio Grande City,,7 am-Midnight,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
231001,Mexican Border,Roma,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
231002,Mexican Border,ROMA TEXAS,ROMA TEXAS ,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,N/A,,standard,,N/A,,,,
260801,Mexican Border,San Luis,San Luis I,24 hrs/day,11/9/2025,Open,A Ready Lane is now open at the San Luis Port of Entry from 6:00 until midnight.  Go to www.getyouhome.gov for more information on Ready Lanes.  Tune in to AM 530 for border crossing information.,pedestrian,Manual,7,At 6:00 pm MST,standard,4,delay,10,18:00:00,MST,18:00:00
260802,Mexican Border,San Luis,San Luis II,9 am-5 pm,11/9/2025,Closed,,pedestrian,Manual,N/A,,standard,,N/A,,,,
250401,Mexican Border,San Ysidro,,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,22,At 6:00 pm PST,standard,18,delay,30,18:00:00,PST,19:00:00
250409,Mexican Border,San Ysidro,Cross Border Express,24 hrs/day,11/9/2025,Open,,pedestrian,Manual,8,At 9:00 pm PST,standard,7,no delay,0,21:00:00,PST,22:00:00
250407,Mexican Border,San Ysidro,PedWest,6 am-2 pm,11/9/2025,Closed,,pedestrian,Manual,14,At 12:00 pm PST,standard,4,delay,15,12:00:00,PST,13:00:00
240801,Mexican Border,Santa Teresa,Santa Teresa Port of Entry,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,2,At 5:00 pm MST,standard,1,no delay,1,17:00:00,MST,17:00:00
250501,Mexican Border,Tecate,,6 am-10 pm,11/9/2025,Open,,pedestrian,Manual,4,At 6:00 pm PST,standard,3,no delay,5,18:00:00,PST,19:00:00
070801,Canadian Border,Alexandria Bay,Thousand Islands Bridge,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
300401,Canadian Border,Blaine,Pacific Highway,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
300402,Canadian Border,Blaine,Peace Arch,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
300403,Canadian Border,Blaine,Point Roberts,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
090104,Canadian Border,Buffalo/Niagara Falls,Lewiston Bridge,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
090101,Canadian Border,Buffalo/Niagara Falls,Peace Bridge,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 2-6pm Monday through Thursday. ,commercial,,,,FAST lanes,,N/A,,,,
090102,Canadian Border,Buffalo/Niagara Falls,Rainbow Bridge,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 3-7pm Monday through Thursday.  ,commercial,,,,FAST lanes,,N/A,,,,
090103,Canadian Border,Buffalo/Niagara Falls,Whirlpool Bridge,7 am-11 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
011501,Canadian Border,Calais,Ferry Point,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
011503,Canadian Border,Calais,International Avenue,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
011502,Canadian Border,Calais,Milltown,8 am-4 pm,11/9/2025,Closed,,commercial,,,,FAST lanes,,N/A,,,,
071201,Canadian Border,Champlain,,24 hrs/day,11/9/2025,Open,,commercial,,,At 3:00 pm EST,FAST lanes,1,no delay,0,15:00:00,EST,13:00:00
020901,Canadian Border,Derby Line,Derby Line I 91,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
380001,Canadian Border,Detroit,Ambassador Bridge,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 11am-2pm Monday through Friday.  More at: https://www.cbp.gov/travel,commercial,,,,FAST lanes,,Lanes Closed,,,,
380002,Canadian Border,Detroit,Windsor Tunnel,24 hrs/day,11/9/2025,Open,A Ready Lane is available from 11am-2pm Monday through Friday.  More at: https://www.cbp.gov/travel,commercial,,,,FAST lanes,,N/A,,,,
021201,Canadian Border,Highgate Springs,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
010601,Canadian Border,Houlton,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
360401,Canadian Border,International Falls,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
010401,Canadian Border,Jackman,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
302301,Canadian Border,Lynden,,8 am-Midnight,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
L01901,Canadian Border,Madawaska,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
070401,Canadian Border,Massena,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
021101,Canadian Border,Norton,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
070101,Canadian Border,Ogdensburg,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
340101,Canadian Border,Pembina,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
380201,Canadian Border,Port Huron,Bluewater Bridge,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
380301,Canadian Border,Sault Ste. Marie,International Bridge   SSM,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
300901,Canadian Border,Sumas,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
331001,Canadian Border,Sweetgrass,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
250201,Mexican Border,Andrade,,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
240215,Mexican Border,BOTA CARGO FACILITY,BRIDGE OF AMERICAS CARGO FACILITY ,6 am-2 pm,11/9/2025,Closed,,commercial,,,,FAST lanes,,Update Pending,,,,
240207,Mexican Border,Bridge of the Americas Port of Entry,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
535501,Mexican Border,Brownsville,B&M,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
535504,Mexican Border,Brownsville,Gateway,24 hrs/day,11/9/2025,Open,Ready Lane is now operational at Gateway Bridge - Lane 1.  Tune in to AM 1610 for border crossing information.,commercial,,,,FAST lanes,,N/A,,,,
535503,Mexican Border,Brownsville,Los Indios,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
535502,Mexican Border,Brownsville,Veterans International,6 am-Midnight,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
250301,Mexican Border,Calexico,East,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
250302,Mexican Border,Calexico,West,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
240601,Mexican Border,Columbus,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230201,Mexican Border,Del Rio,,24 hrs/day,11/9/2025,Open,"Ready Lane is open from 6AM until MIDNIGHT seven days a week.  Ready Lane is on the far left as you approach.

Go to www.GetYouHome.gov for more information.",commercial,,,,FAST lanes,,N/A,,,,
260101,Mexican Border,Douglas (Raul Hector Castro),,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230301,Mexican Border,Eagle Pass,Bridge I,7 am-11 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230302,Mexican Border,Eagle Pass,Bridge II,24 hrs/day,11/9/2025,Open,File FinCEN105 - Currency and Monetary Instrument Report (CMIR)online at https://fincen105.cbp.dhs.gov/ Provide confirmation number to CBP Officer upon making entry or departing the U.S.,commercial,,,,FAST lanes,,Lanes Closed,,,,
240201,Mexican Border,El Paso,Bridge of the Americas (BOTA),24 hrs/day,11/9/2025,Open,"BOTA Passenger/Ready Lanes is open west side of port; Passenger Hrs 24 hours/7days, BOTA CARGO Mon-FRI 6 am to 4 pm. SAT/SUN CLOSED. Tune into AM 1610 for info.",commercial,,,,FAST lanes,,Lanes Closed,,,,
240202,Mexican Border,El Paso,Paso Del Norte (PDN),24 hrs/day,11/9/2025,Open,Ready Lanes are open at PDN.  See www.getyouhome.gov for more information. Tune in to AM 1620 for border crossing information.,commercial,,,,FAST lanes,,N/A,,,,
240204,Mexican Border,El Paso,Stanton DCL,6 am-Midnight,11/9/2025,Open,Be prepared for construction that may cause some delays in the southbound lanes of the Stanton bridge; early January - February.  Tune in to AM 1620 for border crossing information.,commercial,,,,FAST lanes,,N/A,,,,
240203,Mexican Border,El Paso,Ysleta,24 hrs/day,11/9/2025,Open,"YSL Passenger/Ready Lanes is open west side of port; Passenger Hrs. 24 hours / 7 days, YSL CARGO Mon-FRI 6 am to Midnight. SAT 6 am to 2 pm. Tune into AM 1610 for info.


",commercial,,,,FAST lanes,,Lanes Closed,,,,
l24501,Mexican Border,Fort Hancock,Fort Hancock,6 am-6 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230103,Mexican Border,Gateway,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
230503,Mexican Border,Hidalgo/Pharr,Anzalduas International Bridge,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230501,Mexican Border,Hidalgo/Pharr,Hidalgo,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230502,Mexican Border,Hidalgo/Pharr,Pharr,6 am-Midnight,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
230401,Mexican Border,Laredo,Bridge I,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
230402,Mexican Border,Laredo,Bridge II,24 hrs/day,11/9/2025,Open,"Ready Lanes are open from 8AM - Midnight seven days a week.

Go to www.GetYouHome.gov for more information.",commercial,,,,FAST lanes,,N/A,,,,
230403,Mexican Border,Laredo,Colombia Solidarity,8 am-Midnight,11/9/2025,Open,,commercial,,,At 7:00 pm CST,FAST lanes,2,no delay,0,19:00:00,CST,18:00:00
230404,Mexican Border,Laredo,World Trade Bridge,7 am-Midnight,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
260201,Mexican Border,Lukeville,,6 am-8 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
240401,Mexican Border,Marcelino Serna,Tornillo,6 am-10 pm,11/9/2025,Open,CARGO Monday-Friday 8 am to 4 pm. Saturday/Sunday Closed.,commercial,,,,FAST lanes,,Lanes Closed,,,,
260305,Mexican Border,Naco,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
260301,Mexican Border,Naco,,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
260401,Mexican Border,Nogales,Deconcini,24 hrs/day,11/9/2025,Open,"Ready Lane is open from 6AM - 10PM seven days a week.  Ready Lane is on the left side as you approach the port.
Go to www.GetYouHome.gov for more information.",commercial,,,,FAST lanes,,N/A,,,,
260402,Mexican Border,Nogales,Mariposa,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
260403,Mexican Border,Nogales,Morley Gate,10 am-6 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
250602,Mexican Border,Otay Mesa,Commercial,6 am-10 pm,11/9/2025,Open,,commercial,,,At 1:00 pm PST,FAST lanes,1,no delay,5,13:00:00,PST,14:00:00
250601,Mexican Border,Otay Mesa,Passenger,24 hrs/day,11/9/2025,Open,"Entrance to Ready Lanes is on the far left as you approach the border.  Go to www.getyouhome.gov for more information

Go to www.GetYouHome.gov for more information.",commercial,,,,FAST lanes,,N/A,,,,
202401,Mexican Border,Paso Del Norte,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
240301,Mexican Border,Presidio,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
230902,Mexican Border,Progreso,Donna International Bridge,6 am-10 pm,11/9/2025,Open,Ready Lane is open from 9am until 2pm. Go to www.getyouhome.gov for more information.,commercial,,,,FAST lanes,,N/A,,,,
230901,Mexican Border,Progreso,Progreso International Bridge,24 hrs/day,11/9/2025,Open,The Pedestrian Ready lanes will be open daily from 12noon to 5pm.,commercial,,,,FAST lanes,,N/A,,,,
230701,Mexican Border,Rio Grande City,,7 am-Midnight,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
231001,Mexican Border,Roma,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
231002,Mexican Border,ROMA TEXAS,ROMA TEXAS ,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,Update Pending,,,,
260801,Mexican Border,San Luis,San Luis I,24 hrs/day,11/9/2025,Open,A Ready Lane is now open at the San Luis Port of Entry from 6:00 until midnight.  Go to www.getyouhome.gov for more information on Ready Lanes.  Tune in to AM 530 for border crossing information.,commercial,,,,FAST lanes,,N/A,,,,
260802,Mexican Border,San Luis,San Luis II,9 am-5 pm,11/9/2025,Closed,,commercial,,,,FAST lanes,,Update Pending,,,,
250401,Mexican Border,San Ysidro,,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
250409,Mexican Border,San Ysidro,Cross Border Express,24 hrs/day,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
250407,Mexican Border,San Ysidro,PedWest,6 am-2 pm,11/9/2025,Closed,,commercial,,,,FAST lanes,,N/A,,,,
240801,Mexican Border,Santa Teresa,Santa Teresa Port of Entry,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,Lanes Closed,,,,
250501,Mexican Border,Tecate,,6 am-10 pm,11/9/2025,Open,,commercial,,,,FAST lanes,,N/A,,,,
